Gene.stable.ID	Gene.name	logFC	AveExpr	P.Value	adj.P.Val	Gene.description	Chromosome.scaffold.name	Strand	GO.term.name	GO.term.accession	NCBI.gene..formerly.Entrezgene..ID
ENSMMUG00000020122	RANBP9	0.0137974389954004	5.07029900500739	0.952428425382132	0.991022435744217	RAN binding protein 9 [Source:VGNC Symbol;Acc:VGNC:76475]	4	1	protein binding	GO:0005515	706982
ENSMMUG00000006697	AKR7A2	-0.0146276753372551	4.58629824866065	0.952444281211505	0.991022435744217	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase) [Source:NCBI gene (formerly Entrezgene);Acc:703051]	1	1			715583
ENSMMUG00000000687	ETV7	0.0475609125469445	1.69744295236633	0.952508226788316	0.991022435744217	ETS variant transcription factor 7 [Source:VGNC Symbol;Acc:VGNC:72293]	4	1	sequence-specific DNA binding	GO:0043565	719151
ENSMMUG00000005192	USP5	-0.0146816890657394	5.25946129705987	0.952641775499521	0.991022435744217	ubiquitin specific peptidase 5 [Source:VGNC Symbol;Acc:VGNC:78747]	11	1	ubiquitin-dependent protein catabolic process	GO:0006511	714032
ENSMMUG00000012887	ANAPC11	0.0082793999748692	6.30185324352578	0.952803350228472	0.991022435744217	anaphase promoting complex subunit 11 [Source:VGNC Symbol;Acc:VGNC:99115]	16	1	cullin family protein binding	GO:0097602	714909
ENSMMUG00000023116	LDB2	-0.0109914478037017	7.51760868574753	0.952911306471998	0.991022435744217	LIM domain binding 2 [Source:VGNC Symbol;Acc:VGNC:74246]	5	-1			714918
ENSMMUG00000014874	GTPBP8	-0.0107066343825752	5.37091176477169	0.952959711432908	0.991022435744217	GTP binding protein 8 (putative) [Source:VGNC Symbol;Acc:VGNC:84180]	2	-1	GTP binding	GO:0005525	708820
ENSMMUG00000007081	SGMS1	-0.0108904978316308	7.45577370077322	0.95296461961694	0.991022435744217	sphingomyelin synthase 1 [Source:VGNC Symbol;Acc:VGNC:77341]	9	-1	phosphotransferase activity, for other substituted phosphate groups	GO:0016780	704027
ENSMMUG00000004409	ZNF608	-0.00924078449971846	7.17400815316174	0.953135120441992	0.991022435744217	zinc finger protein 608 [Source:VGNC Symbol;Acc:VGNC:79791]	6	-1	nucleus	GO:0005634	702182
ENSMMUG00000002166	TLK2	-0.00888953156633691	6.03712569320313	0.9532675471485	0.991022435744217	tousled like kinase 2 [Source:VGNC Symbol;Acc:VGNC:78368]	16	1	tRNA processing	GO:0008033	717533
ENSMMUG00000015962	ARID2	-0.00990426273404805	6.47632532776072	0.953297425747489	0.991022435744217	AT-rich interaction domain 2 [Source:VGNC Symbol;Acc:VGNC:69858]	11	1	DNA binding	GO:0003677	703823
ENSMMUG00000022938	VASP	-0.0139032269768814	6.20204912583996	0.95332785808319	0.991022435744217	vasodilator stimulated phosphoprotein [Source:VGNC Symbol;Acc:VGNC:78756]	19	1	SH3 domain binding	GO:0017124	716022
NA	TMEM8A	-0.0084071781779269	7.3241434266493	0.953355520888691	0.991022435744217	NA	NA	NA	NA	NA	NA
ENSMMUG00000003954	ATP5MC3	0.0227753828409374	5.79232133346547	0.953360875709191	0.991022435744217	ATP synthase membrane subunit c locus 3 [Source:NCBI gene (formerly Entrezgene);Acc:702893]	12	-1	proton-transporting ATP synthase complex, coupling factor F(o)	GO:0045263	702893
ENSMMUG00000014287	SELENOI	-0.0123470413059367	4.18303298791683	0.953461388589758	0.991022435744217	selenoprotein I [Source:VGNC Symbol;Acc:VGNC:77335]	13	-1	axonemal dynein complex	GO:0005858	698276
ENSMMUG00000015078	POMGNT1	-0.0120288987101057	3.33460463546863	0.95347534856427	0.991022435744217	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-) [Source:VGNC Symbol;Acc:VGNC:100044]	1	1	acetylglucosaminyltransferase activity	GO:0008375	707205
ENSMMUG00000007590	CNNM4	0.0218374525133143	5.0950787311733	0.953485679132952	0.991022435744217	cyclin and CBS domain divalent metal cation transport mediator 4 [Source:NCBI gene (formerly Entrezgene);Acc:710069]	13	1	membrane	GO:0016020	710345
ENSMMUG00000046202	TMEM203	0.0114003670793672	4.18038260012616	0.953524652793699	0.991022435744217	transmembrane protein 203 [Source:NCBI gene (formerly Entrezgene);Acc:706164]	15	1	endoplasmic reticulum	GO:0005783	706164
ENSMMUG00000008264	BFAR	0.0142829157727064	5.635805922005	0.95366506868922	0.991022435744217	bifunctional apoptosis regulator [Source:VGNC Symbol;Acc:VGNC:70339]	20	1	protein binding	GO:0005515	713053
ENSMMUG00000023785	TUBB2B	-0.029178443161068	4.96735145341369	0.953753177063391	0.991022435744217	tubulin beta 2B class IIb [Source:HGNC Symbol;Acc:HGNC:30829]	4	1	structural constituent of cytoskeleton	GO:0005200	722929
ENSMMUG00000044809	PPP1CB	-0.0104480907223388	7.6960809142534	0.953803547153206	0.991022435744217	protein phosphatase 1 catalytic subunit beta [Source:VGNC Symbol;Acc:VGNC:106197]	13	-1	hydrolase activity	GO:0016787	703302
ENSMMUG00000001095	POMT2	0.0141936129870281	3.82044360950392	0.95383501887211	0.991022435744217	protein O-mannosyltransferase 2 [Source:VGNC Symbol;Acc:VGNC:76077]	7	-1	protein O-linked glycosylation	GO:0006493	705604
ENSMMUG00000016399	RGL1	0.00854339042263554	5.41085267068485	0.953842091197461	0.991022435744217	ral guanine nucleotide dissociation stimulator like 1 [Source:VGNC Symbol;Acc:VGNC:76868]	1	1	small GTPase mediated signal transduction	GO:0007264	717554
ENSMMUG00000011722	INTS12	0.0237784438125155	3.23397141848095	0.95397561305227	0.991074307934457	integrator complex subunit 12 [Source:VGNC Symbol;Acc:VGNC:73647]	5	-1	metal ion binding	GO:0046872	694344
NA	RASA4B	-0.023146647761592	2.57056423573764	0.954072590245524	0.991074307934457	NA	NA	NA	NA	NA	NA
NA	LOC114676614	0.0242223263993028	2.40524160419431	0.954165489889085	0.991074307934457	NA	NA	NA	NA	NA	NA
ENSMMUG00000022767	EEF2	-0.0201709060969852	7.02298895283853	0.954331125613563	0.991074307934457	eukaryotic translation elongation factor 2 [Source:VGNC Symbol;Acc:VGNC:97763]	19	-1	GTPase activity	GO:0003924	721806
ENSMMUG00000001111	METRNL	-0.0124331253853803	5.40409122954261	0.95435516353137	0.991074307934457	meteorin like, glial cell differentiation regulator [Source:VGNC Symbol;Acc:VGNC:82184]	16	1	extracellular space	GO:0005615	719751
ENSMMUG00000019048	SYNE1	0.0105772883027593	7.53177710504399	0.954446962093838	0.991074307934457	spectrin repeat containing nuclear envelope protein 1 [Source:VGNC Symbol;Acc:VGNC:78143]	4	-1	membrane	GO:0016020	711782
ENSMMUG00000001247	ZNF609	-0.0090001829188092	6.34926549461002	0.954495122851676	0.991074307934457	zinc finger protein 609 [Source:VGNC Symbol;Acc:VGNC:79764]	7	1	nucleus	GO:0005634	707377
ENSMMUG00000008549	CNTN6	0.0200898056739444	3.23236758563456	0.954545559069074	0.991074307934457	contactin 6 [Source:VGNC Symbol;Acc:VGNC:84197]	2	1	protein binding	GO:0005515	705207
ENSMMUG00000000798	BAG3	-0.0149300062562241	4.55747839867289	0.954687081486074	0.991074307934457	BAG cochaperone 3 [Source:VGNC Symbol;Acc:VGNC:70219]	9	1	chaperone binding	GO:0051087	714420
NA	LOC114680045	0.0191066174296852	2.64894492706822	0.954838019248265	0.991074307934457	NA	NA	NA	NA	NA	NA
ENSMMUG00000007479	PNOC	0.0310360657526181	2.57330183182855	0.954841560556638	0.991074307934457	prepronociceptin [Source:VGNC Symbol;Acc:VGNC:76200]	8	1	neuropeptide signaling pathway	GO:0007218	713633
ENSMMUG00000021204	UPRT	-0.0169413874294981	4.90370962341711	0.954901140720067	0.991074307934457	uracil phosphoribosyltransferase homolog [Source:VGNC Symbol;Acc:VGNC:81601]	X	1	cytoplasm	GO:0005737	704157
NA	LOC106993898	-0.0293748357412117	2.49518892119666	0.954953206975082	0.991074307934457	NA	NA	NA	NA	NA	NA
NA	SMIM20	0.0154388089547212	4.16550342104584	0.954998810641339	0.991074307934457	NA	NA	NA	NA	NA	NA
ENSMMUG00000022003	MMRN1	0.0255509225211518	2.6276479672234	0.955064823543563	0.991074307934457	multimerin 1 [Source:VGNC Symbol;Acc:VGNC:74904]	5	1	calcium ion binding	GO:0005509	704009
ENSMMUG00000007791	CEP164	0.0111935543611719	5.52465318104704	0.955101197474124	0.991074307934457	centrosomal protein 164 [Source:VGNC Symbol;Acc:VGNC:71129]	14	1	protein binding	GO:0005515	697948
ENSMMUG00000022507	GXYLT2	0.0183899802937671	5.07439722870823	0.955321921315049	0.991182865764855	glucoside xylosyltransferase 2 [Source:VGNC Symbol;Acc:VGNC:73263]	2	1	glycosyltransferase activity	GO:0016757	693538
ENSMMUG00000004271	NOVA1	0.0104964294861222	5.01931404199253	0.955356979050463	0.991182865764855	NOVA alternative splicing regulator 1 [Source:VGNC Symbol;Acc:VGNC:75373]	7	-1	RNA binding	GO:0003723	716705
ENSMMUG00000064106	MARVELD1	0.0102406991745882	7.29697832281787	0.955888215705082	0.991643580612655	MARVEL domain containing 1 [Source:VGNC Symbol;Acc:VGNC:106071]	9	1	membrane	GO:0016020	708237
ENSMMUG00000050165	ADAT2	-0.0233019280879804	2.66434944727476	0.956008147590793	0.991643580612655	adenosine deaminase tRNA specific 2 [Source:VGNC Symbol;Acc:VGNC:69490]	4	-1	tRNA-specific adenosine-34 deaminase activity	GO:0052717	700860
NA	LOC723542	0.0137071667501896	3.9011682268815	0.95613345485619	0.991643580612655	NA	NA	NA	NA	NA	NA
ENSMMUG00000009264	ZNF215	0.0202883044633719	3.36050131823065	0.956178068229285	0.991643580612655	zinc finger protein 215 [Source:VGNC Symbol;Acc:VGNC:107667]	14	-1	regulation of DNA-templated transcription	GO:0006355	708494
ENSMMUG00000008053	PKNOX2	0.0143040228823858	4.2616270173605	0.956552005114231	0.991643580612655	PBX/knotted 1 homeobox 2 [Source:VGNC Symbol;Acc:VGNC:76037]	14	1	DNA binding	GO:0003677	713041
ENSMMUG00000019487	SLC27A3	-0.0157703881818231	6.10531870213547	0.956564154510971	0.991643580612655	solute carrier family 27 member 3 [Source:VGNC Symbol;Acc:VGNC:77440]	1	-1	lipid metabolic process	GO:0006629	718424
ENSMMUG00000015512	BAIAP2	-0.0105045412352571	6.69981530985321	0.956661252673373	0.991643580612655	BAR/IMD domain containing adaptor protein 2 [Source:VGNC Symbol;Acc:VGNC:70222]	16	1	regulation of actin cytoskeleton organization	GO:0032956	100428388
ENSMMUG00000059707	MIS18A	0.0139560142102465	5.10485798061022	0.956771781187364	0.991643580612655	MIS18 kinetochore protein A [Source:VGNC Symbol;Acc:VGNC:81721]	3	1			709275
ENSMMUG00000012769	LMBR1L	0.0103468499412344	5.18861715576291	0.956793298461773	0.991643580612655	limb development membrane protein 1 like [Source:VGNC Symbol;Acc:VGNC:74310]	11	-1	membrane	GO:0016020	709548
ENSMMUG00000022060	ARHGAP9	-0.0328974965743873	3.28178675563095	0.956798790874503	0.991643580612655	Rho GTPase activating protein 9 [Source:VGNC Symbol;Acc:VGNC:69826]	11	-1	protein binding	GO:0005515	711684
ENSMMUG00000011702	TSPAN5	0.0129728878685941	4.45968810037896	0.956954165128347	0.991643580612655	tetraspanin 5 [Source:VGNC Symbol;Acc:VGNC:79086]	5	-1	membrane	GO:0016020	706537
ENSMMUG00000014106	MAPK12	-0.0219477592818309	2.21751740674603	0.956972092041886	0.991643580612655	mitogen-activated protein kinase 12 [Source:VGNC Symbol;Acc:VGNC:74643]	10	1	MAP kinase activity	GO:0004707	715745
ENSMMUG00000058396	EGR3	-0.0361456473693454	2.48498916367609	0.956983548989017	0.991643580612655	early growth response 3 [Source:VGNC Symbol;Acc:VGNC:104449]	8	-1	metal ion binding	GO:0046872	709145
NA	LOC697702	0.00916274353207325	5.47353028270525	0.95703126603647	0.991643580612655	NA	NA	NA	NA	NA	NA
NA	LOC114676861	0.0209905806030164	3.41430648722501	0.957074674819711	0.991643580612655	NA	NA	NA	NA	NA	NA
ENSMMUG00000010296	ERG	-0.00725321722742598	6.88475691150334	0.957096728769401	0.991643580612655	ETS transcription factor ERG [Source:VGNC Symbol;Acc:VGNC:72427]	3	1	sequence-specific DNA binding	GO:0043565	693300
ENSMMUG00000006225	CLSTN1	-0.00711060994796844	8.0615376148607	0.95719643901662	0.991643580612655	calsyntenin 1 [Source:VGNC Symbol;Acc:VGNC:82127]	1	1	negative regulation of Wnt signaling pathway	GO:0030178	722304
ENSMMUG00000012668	CNTRL	0.0115645574650346	6.47845134013099	0.957284671966217	0.991643580612655	centriolin [Source:VGNC Symbol;Acc:VGNC:71204]	15	-1	protein binding	GO:0005515	700200
ENSMMUG00000005602	MCM10	-0.0384989785117529	1.71399811456368	0.957340246740418	0.991643580612655	minichromosome maintenance 10 replication initiation factor [Source:VGNC Symbol;Acc:VGNC:74528]	9	1	double-stranded DNA binding	GO:0003690	695568
ENSMMUG00000002365	TMEM216	0.0231723471197058	3.22959577361466	0.957375995578841	0.991643580612655	transmembrane protein 216 [Source:VGNC Symbol;Acc:VGNC:101408]	14	-1	membrane	GO:0016020	693655
ENSMMUG00000002818	CCDC66	-0.0103208193078744	7.00323493710161	0.957501258906838	0.991643580612655	coiled-coil domain containing 66 [Source:VGNC Symbol;Acc:VGNC:70883]	2	1	microtubule binding	GO:0008017	708564
ENSMMUG00000055128	PGP	0.00930328210241532	4.55918498072544	0.957572030976904	0.991643580612655	phosphoglycolate phosphatase [Source:VGNC Symbol;Acc:VGNC:104745]	20	-1	phosphatase activity	GO:0016791	695591
ENSMMUG00000000644	CEP85	0.0178914350979219	3.34315195445047	0.957572529812706	0.991643580612655	centrosomal protein 85 [Source:VGNC Symbol;Acc:VGNC:71096]	1	-1			714264
ENSMMUG00000046942	NSD2	-0.00741298630710514	6.59503539863987	0.957615853658584	0.991643580612655	nuclear receptor binding SET domain protein 2 [Source:VGNC Symbol;Acc:VGNC:100258]	5	1	nucleus	GO:0005634	100429321
ENSMMUG00000023691	TSPAN31	-0.0081781595601688	6.08714943104824	0.957773448996006	0.991698316936617	tetraspanin 31 [Source:VGNC Symbol;Acc:VGNC:78552]	11	1	membrane	GO:0016020	715700
ENSMMUG00000007688	AMOT	-0.00843125555770941	5.44498021442996	0.957892196580794	0.991698316936617	angiomotin [Source:VGNC Symbol;Acc:VGNC:69627]	X	-1	cytoplasm	GO:0005737	707701
ENSMMUG00000003708	PDE7B	0.0107189440097173	5.4977111766691	0.95796760365158	0.991698316936617	phosphodiesterase 7B [Source:VGNC Symbol;Acc:VGNC:75923]	4	1	3',5'-cyclic-nucleotide phosphodiesterase activity	GO:0004114	711783
NA	HSPA2	0.0156412879217935	4.08376837787025	0.957971197114005	0.991698316936617	NA	NA	NA	NA	NA	NA
NA	LOC114673353	-0.0360888659641789	4.70946464736433	0.958077893971614	0.991730483980089	NA	NA	NA	NA	NA	NA
ENSMMUG00000019976	ATP8B1	0.016930977795872	3.80594962092441	0.958213729048161	0.991745044685385	ATPase phospholipid transporting 8B1 [Source:VGNC Symbol;Acc:VGNC:70163]	18	1	phospholipid transport	GO:0015914	695994
ENSMMUG00000013972	FAM161A	0.0136692567623107	4.46639214478674	0.958243210401748	0.991745044685385	FAM161 centrosomal protein A [Source:VGNC Symbol;Acc:VGNC:72357]	13	1	ciliary basal body	GO:0036064	719626
ENSMMUG00000001185	TRA2B	-0.00731196798859016	8.26039438262366	0.958396778708135	0.991825706753353	transformer 2 beta homolog [Source:VGNC Symbol;Acc:VGNC:78554]	2	-1	RNA binding	GO:0003723	574337
NA	LOC697867	-0.0294123722954898	2.54523723895285	0.958566555635254	0.991917120358119	NA	NA	NA	NA	NA	NA
NA	LOC114678870	0.0168956199846254	3.45305112023141	0.958667874676775	0.991917120358119	NA	NA	NA	NA	NA	NA
ENSMMUG00000003363	KLF3	-0.0095249536468688	5.94901055304899	0.958712025357569	0.991917120358119	KLF transcription factor 3 [Source:VGNC Symbol;Acc:VGNC:73840]	5	1	RNA polymerase II cis-regulatory region sequence-specific DNA binding	GO:0000978	697724
NA	C19H19orf66	0.0122547107814202	4.91676098827009	0.958803794068212	0.991933808410424	NA	NA	NA	NA	NA	NA
ENSMMUG00000019180	ZZEF1	-0.0222644379329472	2.08916145439092	0.958903148413358	0.991958340955493	zinc finger ZZ-type and EF-hand domain containing 1 [Source:VGNC Symbol;Acc:VGNC:79769]	16	-1	calcium ion binding	GO:0005509	721518
ENSMMUG00000060380	GCNT1	-0.0186294137354768	4.25275478364047	0.959095773648078	0.992018837036981	glucosaminyl (N-acetyl) transferase 1 [Source:HGNC Symbol;Acc:HGNC:4203]	15	1	glycosyltransferase activity	GO:0016757	704639
ENSMMUG00000017203	ADAMTSL2	0.0204208217081461	2.7571122739186	0.959353774717811	0.992018837036981	ADAMTS like 2 [Source:VGNC Symbol;Acc:VGNC:69399]	15	-1	extracellular matrix organization	GO:0030198	713492
ENSMMUG00000050265	TRIAP1	-0.0121391604917019	6.37759956012334	0.959458144029588	0.992018837036981	TP53 regulated inhibitor of apoptosis 1 [Source:HGNC Symbol;Acc:HGNC:26937]	11	-1	intermembrane lipid transfer	GO:0120009	721227
ENSMMUG00000005547	SF3A1	-0.00890706635404874	6.41222198609843	0.959467547897213	0.992018837036981	splicing factor 3a subunit 1 [Source:VGNC Symbol;Acc:VGNC:77177]	10	1	mRNA cis splicing, via spliceosome	GO:0045292	715552
ENSMMUG00000015965	ZNF277	-0.0119324088259704	4.53490604670157	0.959702621024609	0.992018837036981	zinc finger protein 277 [Source:VGNC Symbol;Acc:VGNC:78890]	3	1	regulation of cellular senescence	GO:2000772	702496
ENSMMUG00000018711	NAA60	-0.0101258902513878	4.86038809722387	0.959741001886475	0.992018837036981	N-alpha-acetyltransferase 60, NatF catalytic subunit [Source:VGNC Symbol;Acc:VGNC:96720]	20	1	acyltransferase activity, transferring groups other than amino-acyl groups	GO:0016747	703207
ENSMMUG00000064945	AVPR2	-0.029171187332726	1.9092367124657	0.959778954363031	0.992018837036981	arginine vasopressin receptor 2 [Source:VGNC Symbol;Acc:VGNC:108053]	X	1	vasopressin receptor activity	GO:0005000	697763
ENSMMUG00000010172	TSPAN3	0.00875751804076513	7.75155853465332	0.959795806946422	0.992018837036981	tetraspanin 3 [Source:VGNC Symbol;Acc:VGNC:79085]	7	-1	membrane	GO:0016020	708428
ENSMMUG00000051420	HOXB5	0.0112600585744381	5.79827676888885	0.959913793463769	0.992018837036981	homeobox B5 [Source:VGNC Symbol;Acc:VGNC:104619]	16	1	DNA-binding transcription factor activity, RNA polymerase II-specific	GO:0000981	696732
ENSMMUG00000012694	THSD7A	-0.00986311283175629	5.92263980855147	0.959972300158505	0.992018837036981	thrombospondin type 1 domain containing 7A [Source:VGNC Symbol;Acc:VGNC:79347]	3	1	membrane	GO:0016020	694787
ENSMMUG00000016418	CBX4	-0.0104725209153304	5.44768780206877	0.960042450059091	0.992018837036981	chromobox 4 [Source:VGNC Symbol;Acc:VGNC:70558]	16	-1	negative regulation of DNA-templated transcription	GO:0045892	717683
ENSMMUG00000022177	TANGO6	-0.0125385449628283	4.45956412320458	0.960086343148455	0.992018837036981	transport and golgi organization 6 homolog [Source:VGNC Symbol;Acc:VGNC:99605]	20	1			704499
ENSMMUG00000055327	TRMT9B	0.0315335234408841	1.65549157921631	0.960114780730065	0.992018837036981	tRNA methyltransferase 9B (putative) [Source:VGNC Symbol;Acc:VGNC:104503]	8	1	methyltransferase activity	GO:0008168	706796
ENSMMUG00000019926	CPEB4	-0.00522465896271847	7.65078164766379	0.960223030528403	0.992018837036981	cytoplasmic polyadenylation element binding protein 4 [Source:VGNC Symbol;Acc:VGNC:71450]	6	1	translation regulator activity	GO:0045182	704141
ENSMMUG00000056541	TMED8	-0.00894421766570984	5.76239392766068	0.960291664709035	0.992018837036981	transmembrane p24 trafficking protein family member 8 [Source:HGNC Symbol;Acc:HGNC:18633]	7	-1			705976
ENSMMUG00000062450	CD151	0.00899550479392028	5.62053789989317	0.960313224878441	0.992018837036981	CD151 molecule [Source:VGNC Symbol;Acc:VGNC:100903]	14	1	membrane	GO:0016020	574139
ENSMMUG00000021057	TBC1D9B	0.00656644775618628	6.02850387831086	0.960374441122616	0.992018837036981	TBC1 domain family member 9B [Source:VGNC Symbol;Acc:VGNC:78234]	6	-1	calcium ion binding	GO:0005509	715258
ENSMMUG00000015407	PDLIM3	-0.017542405931921	3.87871163706258	0.960394714734694	0.992018837036981	PDZ and LIM domain 3 [Source:VGNC Symbol;Acc:VGNC:75837]	5	-1	protein binding	GO:0005515	695779
ENSMMUG00000016674	B4GALT6	0.0182170171752355	2.66216585251594	0.960398898507055	0.992018837036981	beta-1,4-galactosyltransferase 6 [Source:VGNC Symbol;Acc:VGNC:70213]	18	1	carbohydrate metabolic process	GO:0005975	706068
ENSMMUG00000011888	EDC4	-0.0100148587224152	5.59976116891024	0.960512423289977	0.992020549797875	enhancer of mRNA decapping 4 [Source:VGNC Symbol;Acc:VGNC:72058]	20	1	deadenylation-independent decapping of nuclear-transcribed mRNA	GO:0031087	701393
ENSMMUG00000017519	TSR1	0.0111343791155836	5.20479908058803	0.960551848507962	0.992020549797875	TSR1 ribosome maturation factor [Source:VGNC Symbol;Acc:VGNC:79512]	16	-1	ribosome biogenesis	GO:0042254	703311
ENSMMUG00000002775	U2SURP	-0.00625649577367667	7.94232358424986	0.960695383432339	0.992090657400716	U2 snRNP associated SURP domain containing [Source:VGNC Symbol;Acc:VGNC:79889]	2	1	nucleus	GO:0005634	716408
NA	LOC114673333	-0.0202179475085175	3.10410409592812	0.960844800061241	0.992131112097132	NA	NA	NA	NA	NA	NA
ENSMMUG00000014350	MXI1	0.0091733613709705	7.36628030563673	0.961006367081029	0.992131112097132	MAX interactor 1, dimerization protein [Source:VGNC Symbol;Acc:VGNC:75087]	9	1	protein dimerization activity	GO:0046983	694630
ENSMMUG00000007289	MFSD6	0.00695963768421228	5.67290943144986	0.961055802626207	0.992131112097132	major facilitator superfamily domain containing 6 [Source:VGNC Symbol;Acc:VGNC:74571]	12	1			710476
NA	KIAA0355	-0.00758622008495253	7.89248642650336	0.961082724001291	0.992131112097132	NA	NA	NA	NA	NA	NA
ENSMMUG00000018143	SLC30A5	0.0146800930823679	3.328192911885	0.961150263494756	0.992131112097132	solute carrier family 30 member 5 [Source:VGNC Symbol;Acc:VGNC:77512]	6	1	cellular zinc ion homeostasis	GO:0006882	699371
ENSMMUG00000008295	PRXL2C	-0.0128446600417766	4.25287030243694	0.961188484001378	0.992131112097132	peroxiredoxin like 2C [Source:VGNC Symbol;Acc:VGNC:103850]	15	1			710488
ENSMMUG00000006640	CLK1	-0.0094173397726097	8.18066694665466	0.96146742754125	0.992293922321111	CDC like kinase 1 [Source:VGNC Symbol;Acc:VGNC:71258]	12	-1	ATP binding	GO:0005524	700320
NA	LOC714001	-0.012471136162821	4.9518395348825	0.961497550017871	0.992293922321111	NA	NA	NA	NA	NA	NA
ENSMMUG00000012421	USP49	-0.0210547194884422	2.29674727565108	0.961724367245109	0.992428847298488	ubiquitin specific peptidase 49 [Source:VGNC Symbol;Acc:VGNC:79231]	4	1	ubiquitin-dependent protein catabolic process	GO:0006511	694862
ENSMMUG00000009976	UCK1	0.0105529492123121	5.09642920251033	0.961859397027683	0.992428847298488	uridine-cytidine kinase 1 [Source:VGNC Symbol;Acc:VGNC:78967]	15	1	kinase activity	GO:0016301	715417
ENSMMUG00000007743	TAF10	-0.0107017313587983	3.95719970851545	0.961944516914206	0.992428847298488	TATA-box binding protein associated factor 10 [Source:VGNC Symbol;Acc:VGNC:101414]	14	1	DNA-templated transcription initiation	GO:0006352	710022
ENSMMUG00000001999	ZNF836	-0.0201627984920801	1.98359550767075	0.961978066750602	0.992428847298488	zinc finger protein 836 [Source:HGNC Symbol;Acc:HGNC:34333]	19	-1	regulation of DNA-templated transcription	GO:0006355	719921
ENSMMUG00000016742	CTDSPL2	-0.0071925169731555	6.11353620245626	0.962109882035737	0.992428847298488	CTD small phosphatase like 2 [Source:VGNC Symbol;Acc:VGNC:71593]	7	1	phosphatase activity	GO:0016791	711917
ENSMMUG00000001509	PSMD6	0.00733463291147886	5.15393864707516	0.962126130613611	0.992428847298488	proteasome 26S subunit, non-ATPase 6 [Source:VGNC Symbol;Acc:VGNC:76454]	2	-1	protein binding	GO:0005515	698601
ENSMMUG00000018482	UBE2F	0.00732847076841203	5.41921016749976	0.962158026883711	0.992428847298488	ubiquitin conjugating enzyme E2 F (putative) [Source:VGNC Symbol;Acc:VGNC:104562]	12	1			695394
ENSMMUG00000009540	CAMSAP3	0.0209406061494279	2.62039953694126	0.962396434523753	0.992596684415611	calmodulin regulated spectrin associated protein family member 3 [Source:VGNC Symbol;Acc:VGNC:70669]	19	1	neuron projection development	GO:0031175	703990
ENSMMUG00000023208	TERF1	-0.00507517097262859	7.69288869272077	0.962777412576302	0.992716168462096	telomeric repeat binding factor 1 [Source:VGNC Symbol;Acc:VGNC:78311]	8	1	chromosome, telomeric region	GO:0000781	695119
ENSMMUG00000017076	TUBGCP4	-0.00799094401998108	4.84124813371421	0.962868043493948	0.992716168462096	tubulin gamma complex associated protein 4 [Source:VGNC Symbol;Acc:VGNC:79045]	7	1	spindle pole	GO:0000922	710327
ENSMMUG00000021145	FAM120B	0.00708719539184896	5.86267490245472	0.962876900175914	0.992716168462096	family with sequence similarity 120B [Source:VGNC Symbol;Acc:VGNC:72311]	4	-1			696010
NA	WRB	-0.00652197438454699	5.59340810981784	0.962943668767628	0.992716168462096	NA	NA	NA	NA	NA	NA
ENSMMUG00000021184	VPS4B	0.0100949261368828	5.63363093199542	0.962968606287542	0.992716168462096	vacuolar protein sorting 4 homolog B [Source:VGNC Symbol;Acc:VGNC:78555]	18	1			707614
ENSMMUG00000007580	LMAN1	-0.00568028530291201	7.7301406190622	0.963112005349919	0.992716168462096	lectin, mannose binding 1 [Source:VGNC Symbol;Acc:VGNC:74424]	18	1	membrane	GO:0016020	697449
ENSMMUG00000014146	TRUB2	-0.00916944525019532	5.21471675448911	0.96313374459727	0.992716168462096	TruB pseudouridine synthase family member 2 [Source:VGNC Symbol;Acc:VGNC:79065]	15	1	pseudouridine synthesis	GO:0001522	717619
ENSMMUG00000003249	PRDM5	0.012939714201339	3.4852335919648	0.96324795058974	0.992716168462096	PR/SET domain 5 [Source:VGNC Symbol;Acc:VGNC:100264]	5	-1	transcription cis-regulatory region binding	GO:0000976	708790
ENSMMUG00000012620	YPEL4	-0.0180625685785434	2.79348388541958	0.963261400883264	0.992716168462096	yippee like 4 [Source:VGNC Symbol;Acc:VGNC:79127]	14	1			705186
ENSMMUG00000000123	NHSL1	0.006899010884201	4.86364111560697	0.9632692728138	0.992716168462096	NHS like 1 [Source:VGNC Symbol;Acc:VGNC:75225]	4	-1	cell differentiation	GO:0030154	703448
ENSMMUG00000002048	ASB8	-0.00789005545671353	5.05158754784591	0.963376634043704	0.992722369258039	ankyrin repeat and SOCS box containing 8 [Source:VGNC Symbol;Acc:VGNC:69852]	11	-1	protein binding	GO:0005515	705435
ENSMMUG00000062721	TSPYL5	-0.00760003706140164	5.51471628802143	0.963488954191128	0.992722369258039	TSPY like 5 [Source:VGNC Symbol;Acc:VGNC:104504]	8	-1	nucleosome assembly	GO:0006334	702081
ENSMMUG00000004638	ASPN	-0.0177400706242473	3.78754965691038	0.963534646731853	0.992722369258039	asporin [Source:VGNC Symbol;Acc:VGNC:70074]	15	-1	protein binding	GO:0005515	718125
ENSMMUG00000016446	PSMA1	0.00577111089119397	7.41757495859645	0.963601561684179	0.992722369258039	proteasome 20S subunit alpha 1 [Source:VGNC Symbol;Acc:VGNC:97813]	14	1	proteasome core complex, alpha-subunit complex	GO:0019773	701029
